"","V1","C_ele_gene_ID","WormBase.Gene.ID","Public.Name","Gene.Ontology.Association","Concise.Description","Automated.Description"
"45","Gpal_D383_g05830","F31F6.5","WBGene00000902","daf-6","anatomical structure morphogenesis, ""cytoplasmic vesicle membrane"", ""cytoplasmic vesicle"", ""endocytosis"", ""integral component of membrane"", ""membrane"", ""molting cycle, ""negative regulation of transcription by RNA polymerase II"", ""nematode male tail tip morphogenesis"", ""plasma membrane"", ""positive regulation of dauer larval development"", ""regulation of insulin receptor signaling pathway"", collagen and cuticulin-based cuticle""","daf-6 encodes a Patched-related protein\; daf-6 is required for amphid channel morphogenesis and thus, also for normal morphology of the outer labial sensilla\; specifically, daf-6 is required for restricting the amphid sensory compartment diameter\; daf-6 mutants display defects in several neuron-mediated functions including dauer larvae formation, chemotaxis, osmotic avoidance, male mating, negative regulation of lifespan, negative regulation of the neuron ASJ's axonal growth late in development, and dye uptake by amphids and phasmids\; a DAF-6::GFP is expressed in the amphid sheath and socket cells and in the excretory canal.","Is involved in several processes, including negative regulation of transcription by RNA polymerase II\; positive regulation of dauer larval development\; and regulation of insulin receptor signaling pathway. Located in cytoplasmic vesicle and plasma membrane. Is expressed in several structures, including cuticle\; excretory system\; interfacial epithelial cell\; neurons\; and vulval cell. Is an ortholog of human PTCHD3 (patched domain containing 3)."
"46","Gpal_D383_g05334","C49F8.3","WBGene00008215","C49F8.3","N.A.","N.A.","Is enriched in PLM\; germline precursor cell\; and hypodermis based on tiling array and RNA-seq studies. Is affected by several genes including daf-16\; daf-2\; and skn-1 based on microarray\; RNA-seq\; and proteomic studies. Is affected by nineteen chemicals including methylmercury hydroxide\; 1-methylnicotinamide\; and rotenone based on RNA-seq and microarray studies. Is predicted to encode a protein with the following domains: DB module and Domain of unknown function DB."
"47","Gpal_D383_g16213","Y39A1A.22","WBGene00012659","Y39A1A.22","cellular response to phosphate starvation, ""cytoplasm"", ""Golgi apparatus"", ""inositol hexakisphosphate binding"", ""integral component of membrane"", ""membrane"", ""phosphate ion transmembrane transport"", ""phosphate ion transmembrane transporter activity"", ""phosphate ion transport"", ""plasma membrane""","N.A.","Is enriched in NSM and germline precursor cell based on RNA-seq studies. Is affected by several genes including daf-2\; let-7\; and gld-1 based on proteomic\; RNA-seq\; and microarray studies. Is affected by four chemicals including rotenone\; Sirolimus\; and Rifampin based on RNA-seq studies. Human ortholog(s) of this gene are implicated in basal ganglia calcification. Is predicted to encode a protein with the following domains: EXS family\; SPX domain\; SPX domain\; and EXS, C-terminal. Is an ortholog of human XPR1 (xenotropic and polytropic retrovirus receptor 1)."
"48","Gpal_D383_g08378","F21D5.8","WBGene00009013","mrps-33","mitochondrion, ""ribosome""","N.A.","Is enriched in body wall muscle cell\; germ line\; hypodermis\; intestine\; and sensory neurons based on tiling array\; RNA-seq\; and microarray studies. Is affected by several genes including daf-16\; daf-2\; and hsf-1 based on microarray\; RNA-seq\; and tiling array studies. Is affected by seven chemicals including hydrogen sulfide\; Rifampin\; and allantoin based on microarray and RNA-seq studies. Is predicted to encode a protein with the following domains: Mitochondrial ribosomal subunit S27 and Ribosomal protein S27\/S33, mitochondrial. Is an ortholog of human MRPS33 (mitochondrial ribosomal protein S33)."
"49","Gpal_D383_g09810","W06F12.2","WBGene00012306","W06F12.2","integral component of membrane, ""membrane""","N.A.","Is enriched in Psub1\; cholinergic neurons\; head mesodermal cell\; intestine\; and pharynx based on microarray\; tiling array\; and RNA-seq studies. Is affected by several genes including daf-2\; skn-1\; and elt-2 based on microarray and RNA-seq studies. Is affected by fourteen chemicals including 1-methylnicotinamide\; D-glucose\; and stavudine based on RNA-seq and microarray studies. Is predicted to encode a protein with the following domain: ."
"50","Gpal_D383_g07051","B0334.8","WBGene00000090","age-1","1-phosphatidylinositol-3-kinase activity, ""1-phosphatidylinositol-4-phosphate 3-kinase activity"", ""aging"", ""ATP binding"", ""cell migration"", ""cellular response to salt"", ""chemosensory behavior"", ""chemotaxis"", ""cytoplasm"", ""dauer entry"", ""dauer larval development"", ""determination of adult lifespan"", ""embryo development ending in birth or egg hatching"", ""insulin receptor signaling pathway involved in determination of adult lifespan"", ""kinase activity"", ""learning or memory"", ""membrane"", ""non-motile cilium"", ""nucleotide binding"", ""phosphatidylinositol 3-kinase complex"", ""phosphatidylinositol 3-kinase signaling"", ""phosphatidylinositol kinase activity"", ""phosphatidylinositol phosphorylation"", ""phosphatidylinositol-3-phosphate biosynthetic process"", ""phosphatidylinositol-mediated signaling"", ""phosphorylation"", ""plasma membrane"", ""protein binding"", ""regulation of chemotaxis"", ""regulation of synaptic growth at neuromuscular junction"", ""reproduction"", ""response to cadmium ion"", ""response to oxidative stress"", ""response to salt"", ""transferase activity""","age-1 encodes the C. elegans ortholog of the phosphoinositide 3-kinase (PI3K) p110 catalytic subunit\; AGE-1, supplied maternally and embryonically, is a central component of the C. elegans insulin-like signaling pathway, lying downstream of the DAF-2\/insulin receptor and upstream of both the PDK-1 and AKT-1\/AKT-2 kinases and the DAF-16 forkhead type transcription factor, whose negative regulation is the key output of the insulin signaling pathway\; in accordance with its role in insulin signaling, AGE-1 activity is required for regulation of metabolism, life span, dauer formation, stress resistance, salt chemotaxis learning, fertility, and embryonic development\; although the age-1 expression pattern has not yet been reported, ectopic expression studies indicate that pan-neuronal age-1 expression is sufficient to rescue life-span defects, while neuronal, intestinal, or muscle expression can partially rescue dauer formation, and neuronal or muscle expression can rescue metabolic defects.","Is predicted to enable 1-phosphatidylinositol-3-kinase activity. Is involved in several processes, including multicellular organism development\; regulation of synaptic growth at neuromuscular junction\; and response to cadmium ion. Located in cytoplasm and non-motile cilium. Part of phosphatidylinositol 3-kinase complex. Is expressed in amphid neurons\; hypodermis\; and pharyngeal-intestinal valve. Human ortholog(s) of this gene are implicated in several diseases, including CLOVES syndrome\; carcinoma (multiple)\; and female reproductive organ cancer (multiple). Is an ortholog of human PIK3CA (phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit alpha) and PIK3CD (phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit delta)."
"51","Gpal_D383_g07359","R05D11.5","WBGene00011033","tmem-208","endoplasmic reticulum membrane, ""endoplasmic reticulum"", ""integral component of membrane"", ""intracellular membrane-bounded organelle"", ""membrane"", ""vacuolar protein processing"", ""vacuole""","N.A.","Is enriched in germ line\; intestine\; and muscle cell based on tiling array and RNA-seq studies. Is affected by several genes including daf-2\; hsf-1\; and clk-1 based on microarray and RNA-seq studies. Is affected by four chemicals including rotenone\; Zidovudine\; and Cry5B based on RNA-seq and microarray studies. Is predicted to encode a protein with the following domains: SRP-independent targeting protein 2\/TMEM208 and SRP-independent targeting protein 2\/TMEM208. Is an ortholog of human TMEM208 (transmembrane protein 208)."
"52","Gpal_D383_g01874","F43E2.7","WBGene00018395","mtch-1","integral component of membrane, ""membrane""","N.A.","Is enriched in germ line\; head mesodermal cell\; intestine\; and neurons based on microarray\; tiling array\; and RNA-seq studies. Is affected by several genes including daf-16\; daf-2\; and eat-2 based on microarray\; RNA-seq\; and proteomic studies. Is affected by four chemicals including stavudine\; Zidovudine\; and Humic Substances based on RNA-seq and microarray studies. Is predicted to encode a protein with the following domain: Mitochondrial carrier domain superfamily. Is an ortholog of human MTCH2 (mitochondrial carrier 2)."
"53","Gpal_D383_g09104","M04G7.3","WBGene00019774","M04G7.3","integral component of membrane, ""membrane""","N.A.","Is enriched in muscle cell and neurons based on microarray\; tiling array\; and RNA-seq studies. Is affected by several genes including daf-2\; eat-2\; and clk-1 based on microarray\; RNA-seq\; and tiling array studies. Is affected by four chemicals including rotenone\; allantoin\; and Sirolimus based on RNA-seq and microarray studies. Is predicted to encode a protein with the following domain: ."
"54","Gpal_D383_g00874","F26G1.5","WBGene00017841","F26G1.5","N.A.","N.A.","Is enriched in germline precursor cell\; hypodermis\; neurons\; and somatic gonad precursor based on tiling array\; RNA-seq\; and microarray studies. Is affected by several genes including daf-16\; daf-2\; and age-1 based on microarray\; tiling array\; and RNA-seq studies. Is affected by twenty chemicals including 1-methylnicotinamide\; rotenone\; and D-glucose based on RNA-seq and microarray studies. Is predicted to encode a protein with the following domains: DB module and Domain of unknown function DB."
"55","Gpal_D383_g03389","C14A4.2","WBGene00000933","dap-3","apoptotic process, ""mitochondrial ribosome"", ""mitochondrial small ribosomal subunit"", ""mitochondrion"", ""ribosome"", ""small ribosomal subunit"", ""structural constituent of ribosome""","dap-3 is an ortholog of mammalian death-associated protein 3 (DAP3), a mitochondrial ribosomal protein that promotes apoptosis.","Is enriched in germ line based on RNA-seq studies. Is affected by several genes including daf-2\; glp-1\; and skn-1 based on microarray\; proteomic\; and RNA-seq studies. Is affected by ten chemicals including bisphenol S\; stavudine\; and Rifampin based on RNA-seq and microarray studies. Is predicted to encode a protein with the following domains: Mitochondrial ribosomal death-associated protein 3\; Ribosomal protein S29, mitochondrial\; Ribosomal protein S23\/S29, mitochondrial\; and P-loop containing nucleoside triphosphate hydrolase. Is an ortholog of human DAP3 (death associated protein 3)."
"56","Gpal_D383_g02173","F25B3.2","WBGene00009099","F25B3.2","N.A.","N.A.","Is affected by several genes including daf-16\; daf-12\; and lin-4 based on microarray and RNA-seq studies. Is affected by six chemicals including Tunicamycin\; Psoralens\; and allantoin based on microarray and RNA-seq studies. Is predicted to encode a protein with the following domain: Cystine-knot cytokine."
"57","Gpal_D383_g03383","F21A3.3","WBGene00008993","F21A3.3","N.A.","F21A3.3 encodes a putatively secreted protein, with an N-terminalEGF-liked domain and a DUF1794 domain, that is homologous to humanTHAP4\/CGI-36\; F21A3.3 is a paralog of MAB-7, C15F1.1, C28H8.5, C52G5.2,T28H10.2, and a domain in Y46G5A.29.","Is enriched in AFD\; Z1\; Z4\; hypodermis\; and somatic gonad precursor based on RNA-seq studies. Is affected by several genes including daf-2\; glp-1\; and dpy-10 based on tiling array\; RNA-seq\; and microarray studies. Is affected by twelve chemicals including rotenone\; D-glucose\; and Psoralens based on RNA-seq and microarray studies. Is predicted to encode a protein with the following domains: Domain of unknown function (DUF1794)\; ShK domain-like\; ShKT domain\; Calycin\; and THAP4-like, heme-binding beta-barrel domain. Is an ortholog of human THAP4 (THAP domain containing 4)."
